timestamp,sensor_id,x,y,z,datetime,TAC_Reading
1493737046,BK7610,0.141,-0.2686,-0.1372,2017-05-02 14:57:26,0.0653566311750205
1493738847,BK7610,0.0001,0.0003,0.0069,2017-05-02 15:27:27,0.0764619396581417
1493740845,BK7610,0.0004,-0.0001,0.0045,2017-05-02 16:00:45,0.08519669593783
1493742871,BK7610,-0.1156,0.0179,0.0778,2017-05-02 16:34:31,0.0901654782586229
1493744843,BK7610,0.0058,0.0026,-0.0039,2017-05-02 17:07:23,0.0891215869917304
1493746883,BK7610,-0.0295,0.0271,-0.021,2017-05-02 17:41:23,0.0805881161832726
1493748731,BK7610,-0.0011,0.0006,0.0051,2017-05-02 18:12:11,0.0659532707973154
1493750580,BK7610,0.0019,0.0109,-0.01,2017-05-02 18:43:00,0.0504236165425418
1493752430,BK7610,-0.0333,0.0401,0.0715,2017-05-02 19:13:50,0.0416892364132567
1493754265,BK7610,0.0001,0.0004,0.0056,2017-05-02 19:44:25,0.0465593903717664
1493756113,BK7610,-0.0248,-0.0402,-0.0338,2017-05-02 20:15:13,0.0672685522943786
1493757960,BK7610,-0.2864,-0.3358,0.3045,2017-05-02 20:46:00,0.0996299302390253
1493759807,BK7610,0.0011,-0.0011,0.0063,2017-05-02 21:16:47,0.134315215646515
1493761652,BK7610,0.0168,0.0235,-0.026,2017-05-02 21:47:32,0.160773735223867
1493763497,BK7610,-0.0313,-0.0096,0.0171,2017-05-02 22:18:17,0.171757519162516
1493765341,BK7610,-0.0318,0.0287,0.0314,2017-05-02 22:49:01,0.166076460319591
1493767186,BK7610,0.0159,-0.0149,0.0146,2017-05-02 23:19:46,0.14826540199656
1493744843,BU4707,-0.0548,-0.0088,-0.0272,2017-05-02 17:07:23,0.0891215869917304
1493746883,BU4707,0.0024,-0.0003,0.0007,2017-05-02 17:41:23,0.0805881161832726
1493748731,BU4707,0.0802,0.0908,-0.2207,2017-05-02 18:12:11,0.0659532707973154
1493750580,BU4707,-0.1586,-0.1127,0.0391,2017-05-02 18:43:00,0.0504236165425418
1493752430,BU4707,-0.0103,-0.0052,-0.0024,2017-05-02 19:13:50,0.0416892364132567
1493754265,BU4707,-0.0103,0.0364,0.0708,2017-05-02 19:44:25,0.0465593903717664
1493741188,CC6740,-4.696118,-16.039703,6.3157682,2017-05-02 16:06:28,0.0418695110880722
1493743031,CC6740,-0.0009702239,-0.021708041,0.10692215,2017-05-02 16:37:11,0.0550062237113435
1493744861,CC6740,0.08268416,0.0067445785,0.20306015,2017-05-02 17:07:41,0.0608597090753072
1493746705,CC6740,0.00019120259,0.014262959,0.07759857,2017-05-02 17:38:25,0.0610277278453127
1493750394,CC6740,0.4310193,0.91092634,-0.23361063,2017-05-02 18:39:54,0.0735068644514415
1493752239,CC6740,-2.3078089,0.07174301,0.76138127,2017-05-02 19:10:39,0.100131604520873
1493754083,CC6740,1.8344855,-5.6636395,-2.6723502,2017-05-02 19:41:23,0.140059656685008
1493755928,CC6740,1.2547733,2.594356,0.36036205,2017-05-02 20:12:08,0.182766944312407
1493757773,CC6740,-0.014606044,0.0043878555,-0.13638127,2017-05-02 20:42:53,0.213176637510724
1493763308,CC6740,-0.07699917,0.372674,0.16802728,2017-05-02 22:15:08,0.148160627594223
1493765156,CC6740,-0.996212,-1.1090946,-0.23525548,2017-05-02 22:45:56,0.0953943737025576
1493767005,CC6740,0.07811567,-0.06798315,0.40898705,2017-05-02 23:16:45,0.0543536742011848
1493770697,CC6740,-0.24078739,0.3163147,0.5534662,2017-05-03 00:18:17,0.0527128984950761
1493772526,CC6740,-0.41693592,0.34474993,0.20009238,2017-05-03 00:48:46,0.0913904825996177
1493774372,CC6740,0.11187649,-0.20576382,1.1224465,2017-05-03 01:19:32,0.142833763264961
1493776216,CC6740,-0.24328089,-0.2966137,0.8563881,2017-05-03 01:50:16,0.193018290362488
1493778059,CC6740,-0.17722416,-0.46450233,0.6193204,2017-05-03 02:20:59,0.229680317790968
1493779902,CC6740,-0.5849495,0.65524054,-0.93785644,2017-05-03 02:51:42,0.244715325903414
1493783592,CC6740,-0.28668118,-1.0088375,0.51979303,2017-05-03 03:53:12,0.20317352106658
1493787281,CC6740,-1.5687594,-3.5193539,2.0556378,2017-05-03 04:54:41,0.103274069070099
1493789128,CC6740,-0.016759139,0.034001477,0.60406494,2017-05-03 05:25:28,0.0569285007664019
1493791223,CC6740,-0.020248834,-0.06652178,0.508914,2017-05-03 06:00:23,0.0255821184460374
1493793230,CC6740,0.032543015,-0.0013738871,0.48964405,2017-05-03 06:33:50,0.0126996228481328
1493795074,CC6740,0.029512798,0.04259686,0.54674244,2017-05-03 07:04:34,0.015250260326354
1493796893,CC6740,-0.0026979886,-0.039630383,0.5465679,2017-05-03 07:34:53,0.0253265587291135
1493798736,CC6740,0.043726813,-0.011717111,0.52731514,2017-05-03 08:05:36,0.033951629501332
1493800579,CC6740,-0.058322728,0.03616588,0.5274229,2017-05-03 08:36:19,0.0352158796400979
1493802423,CC6740,-0.029907785,0.0048391744,0.5848074,2017-05-03 09:07:03,0.028566079533059
1493804265,CC6740,0.02490894,0.030411184,0.5847349,2017-05-03 09:37:45,0.0180619661434397
1493806093,CC6740,-0.024760092,0.0066402853,0.48901653,2017-05-03 10:08:13,0.0091711980277851
1493807921,CC6740,-0.004246063,-0.011741415,0.6039295,2017-05-03 10:38:41,0.0051208514576326
1493809750,CC6740,-0.012260213,-0.032354638,0.54672337,2017-05-03 11:09:10,0.0050396602052277
1493748079,DC6359,0.0081,-0.0063,-0.0106,2017-05-02 18:01:19,0.122071801891073
1493757292,DC6359,-0.004,0.0012,0.0042,2017-05-02 20:34:52,0.0582192767735591
1493759135,DC6359,-0.0006,-0.0091,-0.0096,2017-05-02 21:05:35,0.0533294693175777
1493760979,DC6359,-0.0036,-0.0033,0.0013,2017-05-02 21:36:19,0.0492397332139865
1493762822,DC6359,0.0048,-0.0229,0.0101,2017-05-02 22:07:02,0.0450173940578144
1493764665,DC6359,-0.0056,0.0014,0.0068,2017-05-02 22:37:45,0.0437723147328963
1493766496,DC6359,0.0033,-0.0013,-0.0083,2017-05-02 23:08:16,0.0507053634834059
1493768340,DC6359,-0.1179,0.1635,0.0189,2017-05-02 23:39:00,0.0689858489379298
1493745545,DK3500,-0.0149,-0.0921,0.0366,2017-05-02 17:19:05,0.0030178645411411
1493763898,DK3500,0.0164,0.0448,-0.0142,2017-05-02 22:24:58,0.0711511997483848
1493765738,DK3500,-0.002,0.0025,0.0006,2017-05-02 22:55:38,0.0493819845376298
1493782250,DK3500,-0.0007,-0.0022,0.0084,2017-05-03 03:30:50,0.02377435943833
1493784088,DK3500,0.0077,0.0019,-0.0099,2017-05-03 04:01:28,0.0215475859192196
1493785927,DK3500,-0.0003,0.0015,0.0071,2017-05-03 04:32:07,0.0188862070367105
1493787750,DK3500,0.0038,-0.0052,-0.0056,2017-05-03 05:02:30,0.0164332222032977
1493789574,DK3500,-0.0001,0.0005,0.0079,2017-05-03 05:32:54,0.0146965576253309
1493791397,DK3500,-0.0002,0.0003,0.0111,2017-05-03 06:03:17,0.0137440038517893
1493793221,DK3500,0,0,0.0066,2017-05-03 06:33:41,0.0132122959778443
1493795045,DK3500,-0.0001,0.0001,0.0074,2017-05-03 07:04:05,0.0126331012524539
1493796868,DK3500,-0.0008,0.0002,0.0072,2017-05-03 07:34:28,0.0118202829080153
1493798692,DK3500,0.0009,0.0006,0.006,2017-05-03 08:04:52,0.01101236291743
1493800516,DK3500,-0.001,0.0007,0.0061,2017-05-03 08:35:16,0.0106598757933937
1493802338,DK3500,0.0005,0.0001,0.006,2017-05-03 09:05:38,0.0110297571669569
1493804161,DK3500,0.0001,0.0002,0.0052,2017-05-03 09:36:01,0.0119430628882249
1493740125,HV0618,0.1666,0.0289,-0.1474,2017-05-02 15:48:45,0.0613334797256387
1493742180,HV0618,0.5199,0.4485,0.5391,2017-05-02 16:23:00,0.0408618548654219
1493748246,HV0618,-0.4018,0.0191,-0.2478,2017-05-02 18:04:06,0.122406205533732
1493770716,HV0618,0.0003,0.0009,0.0061,2017-05-03 00:18:36,0.0550922128082789
1493772572,HV0618,0.0006,-0.0005,0.0001,2017-05-03 00:49:32,0.0385160365002348
1493774431,HV0618,0.002,-0.0035,0.0034,2017-05-03 01:20:31,0.0249645377021803
1493787346,HV0618,0.0003,-0.0009,0.0072,2017-05-03 04:55:46,0.0032577077022337
1493789182,HV0618,-0.0618,0.0256,-0.0291,2017-05-03 05:26:22,0.0026315402731724
1493791020,HV0618,-0.1931,0.1673,0.2893,2017-05-03 05:57:00,0.0043875286774593
1493792855,HV0618,-0.0005,-0.0015,0.0081,2017-05-03 06:27:35,0.0062791107204843
1493794691,HV0618,-0.0025,-0.0016,0.0069999999999999,2017-05-03 06:58:11,0.0061907720548811
1493796529,HV0618,-0.0023,0.0001,0.0056,2017-05-03 07:28:49,0.0035386908455535
1493798365,HV0618,-0.0031,-0.0009,0.0043,2017-05-03 07:59:25,-0.0004075531230249
1493800203,HV0618,-0.0036,0.0001,0.0064,2017-05-03 08:30:03,-0.0033444875196176
1493802038,HV0618,-0.0022,-0.0001,0.0075,2017-05-03 09:00:38,-0.0032963961249853
1493803883,HV0618,-0.003,-0.0007,0.0043,2017-05-03 09:31:23,0.000279761377585
1493805699,HV0618,-0.0004,-0.0001,0.0077,2017-05-03 10:01:39,0.0061930666755831
1493740607,JB3156,1.8292849,10.341198,10.899044,2017-05-02 15:56:47,0.0355491782621144
1493742450,JB3156,-0.09589653,0.2794094,-0.1591034,2017-05-02 16:27:30,0.0510963566589978
1493744293,JB3156,-0.15428805,-0.013850689,-0.09942341,2017-05-02 16:58:13,0.0619692302841068
1493746135,JB3156,-7.5764513,-180900768,180900768,2017-05-02 17:28:55,0.0661243292381769
1493747979,JB3156,2.5737667,-180900784,180900768,2017-05-02 17:59:39,0.0648984821737296
1493749820,JB3156,3.4356794,-180900784,180900768,2017-05-02 18:30:20,0.0623727349075555
1493751662,JB3156,-1.5286977,-180900768,180900784,2017-05-02 19:01:02,0.0631352816803407
1493753505,JB3156,-6.7539997,-2.082594,-3.0192156,2017-05-02 19:31:45,0.0696279693699219
1493755349,JB3156,1.4246354,-1.0330768,0.9780855,2017-05-02 20:02:29,0.0805619892440093
1493757193,JB3156,-0.06507766,-0.004711032,-0.0734519959999999,2017-05-02 20:33:13,0.0913444603394419
1493759037,JB3156,-0.2242217,0.30918217,-0.5215969,2017-05-02 21:03:57,0.0963659086415855
1493760881,JB3156,1.8351556,-180900768,180900768,2017-05-02 21:34:41,0.0919669970733696
1493762725,JB3156,2.1643584,-180900784,180900768,2017-05-02 22:05:25,0.0785125687843323
1493764568,JB3156,0.4806528,-0.054551527,1.010181,2017-05-02 22:36:08,0.0604614919855254
1493766412,JB3156,0.028142452,0.04632473,-0.16909456,2017-05-02 23:06:52,0.0443794754052274
1493768256,JB3156,1.5717934,-180900784,180900768,2017-05-02 23:37:36,0.0359103539099241
1493770085,JB3156,0.49469972,-0.10441208,-0.39488372,2017-05-03 00:08:05,0.037235971560714
1493771927,JB3156,-5.4061074,-180900768,180900768,2017-05-03 00:38:47,0.0462541407069069
1493773769,JB3156,3.5446155,-180900768,180900752,2017-05-03 01:09:29,0.0577873699605463
1493775611,JB3156,0.9780314,-180900768,180900784,2017-05-03 01:40:11,0.0661048652398802
1493777453,JB3156,-3.1256304,-180900768,180900752,2017-05-03 02:10:53,0.0674464979464831
1493779295,JB3156,-6.730101,-180900768,180900768,2017-05-03 02:41:35,0.0613506541202218
1493781136,JB3156,-0.08624071,-0.21841764,-0.2512622,2017-05-03 03:12:16,0.0503014760548793
1493782978,JB3156,0.07350304,-0.07642928,-0.27567673,2017-05-03 03:42:58,0.0380966501975001
1493739745,JR8022,0.0004,-0.0002,-0.0057,2017-05-02 15:42:25,0.0880458023370418
1493756304,JR8022,0.0895,0.0219,-0.0608,2017-05-02 20:18:24,0.206761264083289
1493758144,JR8022,0.0011,-0.0024,-0.0056,2017-05-02 20:49:04,0.176895099062937
1493746471,MC7070,0.0013,-0.0008,0.0075,2017-05-02 17:34:31,0.0919327452676168
1493748313,MC7070,-0.0087,0.0002,0.0203,2017-05-02 18:05:13,0.144962087401048
1493757534,MC7070,-0.0031,-0.0123,0.0103,2017-05-02 20:38:54,0.144615040296704
1493779648,MC7070,-0.026,0.022,0.0342,2017-05-03 02:47:28,0.159159866899531
1493781487,MC7070,-0.0057,0.0067,-0.0015,2017-05-03 03:18:07,0.142696400006997
1493745149,MJ8002,0.0011,0.0036,-0.0007,2017-05-02 17:12:29,0.0663432131088058
1493746991,MJ8002,-0.0015,0.0009,0.0006,2017-05-02 17:43:11,0.101030341511446
1493758053,MJ8002,0.0038,0.0021,-0.0052,2017-05-02 20:47:33,0.0598853408584532
1493759880,MJ8002,-0.0052,0.0007,-0.0047,2017-05-02 21:18:00,0.0800886811598344
1493761722,MJ8002,0.016,-0.0007,-0.0105,2017-05-02 21:48:42,0.122133950931787
1493765405,MJ8002,0.0159,-0.0032,-0.013,2017-05-02 22:50:05,0.21737289247232
1493781979,MJ8002,0.0005,0.0056,-0.012,2017-05-03 03:26:19,0.0558481867585958
1493783820,MJ8002,0.0008,0.0009,-0.0052,2017-05-03 03:57:00,0.0409763861697405
1493736543,PC6771,-0.0012,-0.0008,0.0036,2017-05-02 14:49:03,0.069712195023955
1493738466,PC6771,0.0007,-0.0071,0.0034,2017-05-02 15:21:06,0.0747258592891824
1493740281,PC6771,-0.0004,-0.0029,0.0014,2017-05-02 15:51:21,0.0778072815505172
1493747634,PC6771,-0.0927,-0.0078,-0.0077,2017-05-02 17:53:54,0.0899841515800445
1493749449,PC6771,0.0017,-0.0005,-0.0023,2017-05-02 18:24:09,0.0795281283015749
1493753186,PC6771,0.0104,-0.0363,-0.0292,2017-05-02 19:26:26,0.0419862070296786
1493758632,PC6771,-0.1701,0.0357,-0.4206,2017-05-02 20:57:12,0.0177688899222093
1493782199,PC6771,-0.0002,0.0013,0.0021,2017-05-03 03:29:59,0.0085969139715323
1493784015,PC6771,0.0061,0.0041,0.0201,2017-05-03 04:00:15,0.0092429798983737
1493785830,PC6771,0.0003,0.003,0.0165,2017-05-03 04:30:30,0.0090641810126518
1493787645,PC6771,-0.0017,-0.0016,-0.0004,2017-05-03 05:00:45,0.0078560172647026
1493789460,PC6771,-0.0036,-0.0015,-0.0111,2017-05-03 05:31:00,0.00624241023899
1493791275,PC6771,0.0082,-0.0015,0.0249,2017-05-03 06:01:15,0.0051710204308959
1493793090,PC6771,0.0015,-0.0004,0.0018,2017-05-03 06:31:30,0.0052292994380685
1493794905,PC6771,0.003,0.0019,0.0276,2017-05-03 07:01:45,0.0062172591694089
1493796720,PC6771,0.0022,0,0.026,2017-05-03 07:32:00,0.0072152860057893
1493798535,PC6771,0.0029,-0.0022,0.0102,2017-05-03 08:02:15,0.0070660606726089
1493800350,PC6771,-0.0104,-0.0009,-0.019,2017-05-03 08:32:30,0.0049698436954699
1493802165,PC6771,0.0078,-0.0014,0.0194,2017-05-03 09:02:45,0.0008820238504376
1493803980,PC6771,0.0069,-0.0006,0.0292,2017-05-03 09:33:00,-0.0044484856869489
1493734448,SA0297,0.1312,0.0432,0.0034,2017-05-02 14:14:08,0.032672342293092
1493747291,SA0297,-0.0016,0.0015,-0.0053,2017-05-02 17:48:11,0.18264365205783
1493749138,SA0297,-0.0467,-0.0383,-0.4564,2017-05-02 18:18:58,0.166100530192467
1493752827,SA0297,-0.0784,0.0054,-0.0566,2017-05-02 19:20:27,0.0715032858033689
1493756515,SA0297,0.0619,0.1587,0.0127,2017-05-02 20:21:55,0.0624136590674444
1493758342,SA0297,-0.0148,-0.0019,-0.0141,2017-05-02 20:52:22,0.10607707951322
1493765726,SA0297,0.2606,-0.1752,-0.0419,2017-05-02 22:55:26,0.114999194396869
1493767571,SA0297,0.0038,0.0136,0.0137,2017-05-02 23:26:11,0.0651719154851081
1493769417,SA0297,0.0001,-0.0008,-0.0047,2017-05-02 23:56:57,0.0325271757319625
1493778633,SA0297,0.2803,0.0156,0.0131,2017-05-03 02:30:33,0.079003779837402
1493780475,SA0297,0.0107,0.0021,-0.0008,2017-05-03 03:01:15,0.0658893348100475
1493791505,SA0297,0.0004,0.0006,-0.0032,2017-05-03 06:05:05,0.0195856675204763
1493793329,SA0297,-0.0002,0.0009,-0.0056,2017-05-03 06:35:29,0.0108219372241522
1493795153,SA0297,0.001,0.0017,-0.0047,2017-05-03 07:05:53,0.0052652879980723
1493796976,SA0297,0,-0.0002,-0.0047,2017-05-03 07:36:16,0.0049496262458877
1493798799,SA0297,0.0014,0.001,-0.0064,2017-05-03 08:06:39,0.0081452024906036
1493800622,SA0297,-0.002,-0.0006,-0.0023,2017-05-03 08:37:02,0.0102225064774054
1493802445,SA0297,-0.0009,0.0003,-0.005,2017-05-03 09:07:25,0.0065090284366308
1493804271,SA0297,0.0003,-0.0018,-0.0066,2017-05-03 09:37:51,-0.0047681893534628
1493806094,SA0297,-0.0015,0,-0.0044,2017-05-03 10:08:14,-0.0212745069534411
1493739266,SF3079,-0.018,0.0085,0.0132,2017-05-02 15:34:26,0.205234334214655
1493741116,SF3079,-0.0004,-0.0024,-0.0026,2017-05-02 16:05:16,0.171436098341224
1493742961,SF3079,0.0458,-0.0861,0.0464,2017-05-02 16:36:01,0.130304706177188
1493744810,SF3079,-0.2554,-0.274,-0.0178,2017-05-02 17:06:50,0.101964580257783
1493746658,SF3079,-0.0255,0.1025,-0.0698,2017-05-02 17:37:38,0.0958070097363133
1493748508,SF3079,0.0723,0.0084,0.046,2017-05-02 18:08:28,0.107148263280858
1493775799,SF3079,-0.0084,0.0028,0.0036,2017-05-03 01:43:19,0.083469146745624
1493777649,SF3079,0.0024,0.0013,0.0011,2017-05-03 02:14:09,0.104252755871498
1493779498,SF3079,-0.0327,-0.1524,-0.2737,2017-05-03 02:44:58,0.135560603765224
1493781346,SF3079,-0.1112,0.0067,-0.0512,2017-05-03 03:15:46,0.15902619777458
